id_tweet,fecha_creacion,usuario,texto_original,texto_procesado,sentimiento_predicho_texto
667,2025-05-21 20:48:02,usuario_generado,Lo del Mirandés es increíble!! Muchas felicidades a toda la gente de Miranda de Ebro!! Qué grande es el fútbol!!,mirandés increíble mucho felicidad todo gente miranda ebro grande fútbol,positivo
668,2025-05-21 20:48:02,usuario_generado,Viendo a George Clooney en  #LosDescendientes. Parece buena,ver george clooney parecer buen,positivo
669,2025-05-21 20:48:02,usuario_generado,"Sigo en twitter gracias a mi amigo @javipp_84 lo q pasa q ahora tengo mi cuenta privada,menos mal ahora esto será diferente,gracias amigo.",seguir twitter gracias amigo q pasar q ahora cuenta privadameno mal ahora diferentegracia amigo,positivo
670,2025-05-21 20:48:02,usuario_generado,"Ay, el Diario de Sesiones! @JsdFrancisco: En la página 15 está lo que opinaba García Tizón sobre la reforma del CGPJ http://t.co/yEVOS4ER",ay diario sesión página opinar garcía tizón reforma cgpj,neutro
671,2025-05-21 20:48:02,usuario_generado,La banca española adquirió de la banca del exterior más de un billón de euros q ahora tiene q devolver cerrando el crédito a las pymes.,banca español adquirir banca exterior billón euros q ahora q devolver cerrar crédito pyme,negativo
672,2025-05-21 20:48:02,usuario_generado,"""@CDMirandes: Increíble...sin palabras...."" Espectacular, esto es futbol! Enhorabuena a todos!",increíblesin palabra espectacular futbol enhorabuena,positivo
673,2025-05-21 20:48:02,usuario_generado,"Es que es tan bueno, tan grande , tan brillante y tan .... que lo tengo que compartir! ole @Goyojimenez  http://t.co/Ppdcb1Zh",tanto bueno tanto grande tanto brillante tanto compartir o él,positivo
674,2025-05-21 20:48:02,usuario_generado,Buenas noches! Descansar;-),buena noche descansar,positivo
675,2025-05-21 20:48:02,usuario_generado,"Dejo de tuitear esta noche. He aprovechado el viaje de vuelta de Madrid, pero ahora he de preparar el trabajo de mañana...",dejar tuitear noche aprovechar viaje vuelta madrid ahora preparar trabajo mañana,neutro
676,2025-05-21 20:48:02,usuario_generado,@pacodelatorrep buenas noches y descansa ;-)),buena noche descansa,positivo
677,2025-05-21 20:48:02,usuario_generado,Simplementeme acorde de mi amigo @_danielmartin_ y quise saludarle evidentemente el es un crack!!!!,simplementemir acorde amigo querer saludar él evidentemente crack,positivo
678,2025-05-21 20:48:02,usuario_generado,Les comparto esta noticia que me llena de alegría! Gracias @GustavoDudamel por tu invitación ! Honor total! http://t.co/u2UhFWS5,compartir noticia llenar alegría gracias invitación honor total,positivo
679,2025-05-21 20:48:02,usuario_generado,Apple vende más iPhone y iPad que todos los Android juntos http://t.co/g1ixiqLF,apple vender iphonir ipad android junto,neutro
680,2025-05-21 20:48:02,usuario_generado,"Gracias a todos por vuestros comentarios. Buenas noches, que descanséis :-)",gracias comentario buena noche descanséis,positivo
681,2025-05-21 20:48:02,usuario_generado,Escuchando esta delicia en la sala de espera de SFO: http://t.co/WwlK2Vno,escuchar delicia sala espera sfo,positivo
682,2025-05-21 20:48:02,usuario_generado,Muy buenas noches followercetes! http://t.co/zsnxwT8M,buena noche followercet,positivo
683,2025-05-21 20:48:02,usuario_generado,"Soñé que me quedaba sin preguntas.... Qué pesadilla!!! Buenos días, buen miércoles!!!",soñé quedar pregunta pesadillar buen día buen miércoles,positivo
684,2025-05-21 20:48:02,usuario_generado,Buenos días ;-)) a por el miércoles ;-)),buen día miércoles,positivo
685,2025-05-21 20:48:02,usuario_generado,Café ;-)))) (@ Cafetería La Victoria) http://t.co/oXCJrJEH,café cafeteer victoria,positivo
686,2025-05-21 20:48:02,usuario_generado,"La evolución de la prensa en el 2011, o la diferencia entre vender y regalar. Vía #ePeriódicohttp://t.co/LvAxpNuD",evolución prensa diferencia vender regalar vía,negativo
687,2025-05-21 20:48:02,usuario_generado,Arrancamos tertulia en @ABCPuntoRadio con @melchormiralles en @cmsaleelsol Mucho que debatir con con Jaime González y María Antonia Iglesias,arrancar tertulia debatir jaime gonzález maría antonia iglesia,neutro
688,2025-05-21 20:48:02,usuario_generado,Google unificará las políticas de privacidad y datos de todos sus servicios http://t.co/7uJrX0uM via @elmundoes,google unificar política privacidad dato servicio via,neutro
689,2025-05-21 20:48:02,usuario_generado,¡¡¡buenos días twittercillos!! FALTAN 2 DÍAS PARA EL ESTRENO #yeswespainISDIFFERENT en PALMA!!! Entradas en http://t.co/Q9HzeyLP !!ole!,buen día twittercillo faltar día estreno palmo entrada o él,neutro
690,2025-05-21 20:48:02,usuario_generado,La actividad mental protege del Alzheimer http://t.co/DeOrtjm3 via @elmundoes #prevención,actividad mental protege alzheimer via,neutro
691,2025-05-21 20:48:02,usuario_generado,Buen miércoles.,buen miércoles,positivo
692,2025-05-21 20:48:02,usuario_generado,"Buenos días a todos, que tengáis un buen miércoles. Comienza el Comité de Dirección del @PPMadrid, presidido por @EsperanzAguirre",buen día buen miércoles comenzar comité dirección presidido,positivo
693,2025-05-21 20:48:02,usuario_generado,Encendido debate en @ABCPuntoRadio sobre si los jueces serán más independientes si nuestros parlamentarios no los eligen ¿Qué opináis?,encendido debate si juez independiente si parlamentario elegir opináis,neutro
694,2025-05-21 20:48:02,usuario_generado,Ayer 714.000 personas eligieron @TelediarioInter 20:30 para informarse. Gracias x vtra confianza. Enhorabuena equipo!!!!,ayer persona elegir informar él gracias x vtra confianza enhorabuén equipo,positivo
695,2025-05-21 20:48:02,usuario_generado,La #chatidieta funciona ;-))) 2 kg en una semana!!!! ,funcionar kg semana,negativo
696,2025-05-21 20:48:02,usuario_generado,El candidato Rommney gana 16 millones de €/año y tributa al 14% igual que una familia que gana 28.000 €/año. Que fue del sueño americano?,candidato rommney ganar millón año tributo igual familia ganar año sueño americano,positivo
697,2025-05-21 20:48:02,usuario_generado,"""Por el empleo"" ""http://www.elplural.com/2012/01/24/por-el-empleo/  espero que os guste",empleo esperar gustar,positivo
698,2025-05-21 20:48:02,usuario_generado,Homenaje a @mariarojo82 ;-)))Receta #chatidieta: Pimientos rellenos de salmón y gambas | Dietas sin milagros http://t.co/qSvEREiY,homenaje receta pimiento relleno salmón gamba dieta milagro,neutro
699,2025-05-21 20:48:02,usuario_generado,"El blog de @mariarojo82  dietas sanas, nutrición y falsos mitos | Dietas sin milagros - Blog diariosur.es http://t.co/LrAmWEpI",blog dieta sano nutrición falso mito dieta milagro blog diariosur,positivo
700,2025-05-21 20:48:02,usuario_generado,asi es RT @martinidemar: @mariviromero @mariarojo82 justo es lo que pensamos en @malagasana: el único milagro es comer bien y moverse,asi rt justo pensar único milagro comer bien mover él,positivo
701,2025-05-21 20:48:02,usuario_generado,De la Torre recupera la apuesta por el corredor litoral http://t.co/fvVnTmnG vía @opiniondemalaga,torre recuperar apuesta corredor litoral vía,neutro
702,2025-05-21 20:48:02,usuario_generado,Nuevo parque de bomberos en Archidona http://t.co/HbQF5Fcu vía @opiniondemalaga Enhorabuena @eliasbendodo @oblader @diputacionMLG,nuevo parque bombero archidona vía enhorabuena,positivo
703,2025-05-21 20:48:02,usuario_generado,Ese tiempo socialista del todo val: e Una interventora de Diputación adjudicó obras  http://t.co/hZhoCsVv vía @malagahoy_es,tiempo socialista val interventora diputación adjudicar obra vío,neutro
704,2025-05-21 20:48:02,usuario_generado,Que el órgano de gobierno de los jueces se elija ppalmente por ellos es una gran noticia. #desenterrandoAMontesquieu,órgano gobierno juez elijar ppalmente gran noticia,negativo
705,2025-05-21 20:48:02,usuario_generado,"En coherencia con lo del CGPJ, hoy espero que los médicos gobernemos la sanidad.",coherencia cgpj hoy esperar médico gobern sanidad,neutro
706,2025-05-21 20:48:02,usuario_generado,Que maravilla!!!! (@ Escuela Infantil Malaga Centro) [pic]: http://t.co/Js7bFnTS,maravillar escuela infantil malaga centro pic,neutro
707,2025-05-21 20:48:02,usuario_generado,A ver q cuenta hoy Gallardón en el Congreso después d q la vicepresidenta destripase ayer los grandes planes de Justicia. Buen día,ver q contar hoy gallardón congreso después d q vicepresidenta destripar ayer grande plan justicia buen día,positivo
708,2025-05-21 20:48:02,usuario_generado,"MUY RECOMENDABLE ARTÍCULO DE RIDAO EN EL PAIS. Con primarias, líder fuerte y partido vacío  http://t.co/45wrXu0K vía @el_pais",recomendable artículo ridao pais primario líder fuerte partido vacío vía,negativo
709,2025-05-21 20:48:02,usuario_generado,"A las 11:30h, reunión con la consejera de Presidencia, Justicia e Interior @reginaplaniol, para tratar temas de seguridad y coordinación",h reunión consejera presidencia justicia interior tratar tema seguridad coordinación,neutro
710,2025-05-21 20:48:02,usuario_generado,"El déficit cero contradice la realidad histórica del mundo desarrollado, que ha aumentado su riqueza gracias al crédito #debateAND",déficit cero contradizar realidad histórico mundo desarrollado aumentar riqueza gracias crédito,negativo
711,2025-05-21 20:48:02,usuario_generado,La sala para dormir se la nueva escuela infantil de la Cruz Verde es espectacular. Dan ganas de quedarse dentro http://t.co/BIMJQ23a,sala dormir nuevo escuela infantil cruz verde espectacular dar gana quedar él dentro,positivo
712,2025-05-21 20:48:02,usuario_generado,"Hemos aplicado fiscalidad progresiva: pagan más quienes más tienen, más ganan, más heredad y más contaminan #debateAND",aplicar fiscalidad progresivo pagar ganar heredad contaminar,negativo
713,2025-05-21 20:48:02,usuario_generado,Os gusta mi nuevo nombre @GUTY14HAZ ?,gustar nuevo nombre,positivo
714,2025-05-21 20:48:02,usuario_generado,Gallardón anuncia la creación de una agencia para que se hagan compatibles todos los sistemas informáticos de la admón. de Justicia,gallardón anunciar creación agencia hacer compatible sistema informático admón justicia,negativo
715,2025-05-21 20:48:02,usuario_generado,"El pasado Lunes en la GALA DE ""EL MUNDO DEPORTIVO"". Fue un placer! http://t.co/hZwhOCkq",pasado lunes gala mundo deportivo placer,positivo
716,2025-05-21 20:48:02,usuario_generado,"Trabajamos por una economía más competitiva. Basada en el conocimiento, calidad e igualdad. Emprendimiento y mercados exteriores #debateAND",trabajar economía competitivo basado conocimiento calidad igualdad emprendimiento mercado exterior,positivo
717,2025-05-21 20:48:02,usuario_generado,Gallardón va a anunciar como prioridad la reforma de la actual Ley del Aborto,gallardón ir anunciar prioridad reforma actual ley aborto,negativo
718,2025-05-21 20:48:02,usuario_generado,"Me corrigen: el 'copago' en Justicia ya existe de hecho, Gallardón lo ha citado. No news",corregir copago justicia existir hecho gallardón citar news,negativo
719,2025-05-21 20:48:02,usuario_generado,Gallardón anuncia en minutos que la reforma de la ley del aborto incluye recuperar el consentimiento paterno,gallardón anunciar minuto reforma ley aborto incluir recuperar consentimiento paterno,negativo
720,2025-05-21 20:48:02,usuario_generado,Bueno chicos me voy q tengo entrevista con el gran Javier sarda,bueno chico ir q entrevista gran javier sarda,positivo
721,2025-05-21 20:48:02,usuario_generado,"Gallardón cita la reforma de la ley del aborto como ""la más importante"", se tramitara en la comisión de Justicia",gallardón citar reforma ley aborto importante tramitar comisión justicia,negativo
722,2025-05-21 20:48:02,usuario_generado,He publicado una foto nueva en Facebook http://t.co/gBuOwQxu,publicar foto nuevo facebook,positivo
723,2025-05-21 20:48:02,usuario_generado,"Una sanidad pública, de calidad, de todos y para todos es posible. En Andalucía la tenemos y la mantenemos #debateAND",sanidad público calidad posible andalucía mantenemos,positivo
724,2025-05-21 20:48:02,usuario_generado,"Respeto valoro y admiro el pacto x la justicia de 2001, dice gallardòn. Se lo ha contado a Soraya?",respeto valoro admirar pacto x justicia decir gallardòn contar soraya,positivo
725,2025-05-21 20:48:02,usuario_generado,"Hemos avanzado en el desarrollo de nuestra Autonomía. De las 42 leyes aprobadas, más del 60% desarrollan preceptos del Estatuto #debateAND",avanzar desarrollo autonomía ley aprobada desarrollar precepto estatuto,neutro
726,2025-05-21 20:48:02,usuario_generado,"Transparencia y colaboración, valores que han guiado actuación de la Junta al hacer frente al uso fraudulento de fondos públicos #debateAND",transparencia colaboración valor guiar actuación junta hacer frente uso fraudulento fondo público,negativo
727,2025-05-21 20:48:02,usuario_generado,Hoy en @13tv_AlDia : #Gallardón revoluciona la justicia española... ¿por qué? ¿con qué consecuencias? @DHAM_13tv @13television,hoy revolucionar justicia español consecuencia,positivo
728,2025-05-21 20:48:02,usuario_generado,Cuando la mejor recompensa es la sonrisa de un niño  http://t.co/JzrWUJ55,mejor recompensa sonrisa niño,positivo
729,2025-05-21 20:48:02,usuario_generado,"Bien está que Griñán diga que perseguirán trincones, hubiera estado mejor que no les hubieran consentido trincar antes. Cantemos ""Eres tú"".",bien griñán decir perseguir trincón mejor consentir trincar cantemo,negativo
730,2025-05-21 20:48:02,usuario_generado,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa,noticia descombacant disponible,positivo
731,2025-05-21 20:48:02,usuario_generado,"Llega el copago a la Justicia y llegará, con una forma u otra, a la Sanidad. Admito apuestas",llegar copago justicia llegar forma u sanidad admito apuesto,negativo
732,2025-05-21 20:48:02,usuario_generado,"(1) Merkel sobre España: ""Siento gran respeto por los esfuerzos que está realizando España para introducir ... http://t.co/2rfTxL5k",merkel españa sentir gran respeto esfuerzo realizar españa introducir,positivo
733,2025-05-21 20:48:02,usuario_generado,Gracias a todos por los comentarios sobre la entrevista al ministro de Economia. No puedo responderos uno a uno pero os leo....;-),gracias comentario entrevista ministro economia poder respondero leo,positivo
734,2025-05-21 20:48:02,usuario_generado,El estado de la Unión: gran pieza de Torreblanca sobre la encrucijada europea en el suplemento especial de EL PAÍS  http://t.co/vtXKYD77,unión gran pieza torreblanca encrucijada europeo suplemento especial país,positivo
735,2025-05-21 20:48:02,usuario_generado,"Tras recibir al Cuerpo Consular de Baleares en el Consolat,ahora asisto a la toma de posesión del nuevo jefe superior de Policía de Baleares",tras recibir cuerpo consular balear consolatahora asisto toma posesión nuevo jefe superior policía balear,negativo
736,2025-05-21 20:48:02,usuario_generado,"Aquí puedes consultar el especial sobre Europa de EL PAÍS, The Guardian, Le Monde, Gazeta, Süddeutsche y La Stampa http://t.co/SDZJ102X",aquí poder consultar especial europa país the guardiar mondir gazeta süddeutsche stampa,neutro
